ID,Frequency,Dutch,Eng
4222,3184,tracy,Tracy
4223,3182,drijven,to conduct
4224,3181,plots,suddenly
4225,3181,verhouding,ratio
4226,3179,geladen,loaded
4227,3179,totale,total
4228,3178,fransen,French
4229,3177,respecteren,to respect
4230,3177,doorzocht,searched
4231,3175,beledigd,insulted
4232,3175,gebeten,bitten
4233,3175,verstop,hidden
4234,3174,coördinaten,coordinates
4235,3173,complete,complete
4236,3172,beleid,policy
4237,3172,detail,detail
4238,3171,wallace,Wallace
4239,3171,apparatuur,equipment
4240,3168,achterhalen,track down
4241,3168,voortdurend,continual
4242,3167,scholen,schools
4243,3165,traceren,trace
4244,3165,praktijk,practice
4245,3164,bewijsmateriaal,evidence
4246,3164,smeris,esmeris
4247,3164,seksueel,sexual
4248,3163,klappen,clap
4249,3162,keken,watch
4250,3161,verstaan,understand
4251,3161,troon,throne
4252,3161,elkaars,each other's
4253,3160,verrassen,to surprise
4254,3160,bedank,thank
4255,3160,kwijtgeraakt,lost
4256,3158,warren,warren
4257,3158,liefst,sweetest
4258,3157,for,for
4259,3157,se,se
4260,3156,bevolking,population
4261,3155,verbeteren,improve
4262,3154,trauma,trauma
4263,3152,elektrische,electrical
4264,3152,cowboy,cowboy
4265,3151,engelen,angels
4266,3150,stuart,stuart
4267,3149,bitch,bitch
4268,3148,salaris,salary
4269,3146,voortaan,from now on
4270,3146,bruin,brown
4271,3146,emotionele,emotional
4272,3144,blank,White
4273,3143,lamp,lamp
4274,3142,district,district
4275,3140,vermoorde,murdered
4276,3139,arrest,judgment
4277,3136,bishop,bishop
4278,3135,elliot,elliot
4279,3133,stoer,cool
4280,3133,verklaar,explain
4281,3132,banen,courage
4282,3132,lente,spring
4283,3131,palmer,palmer
4284,3131,geniaal,genius
4285,3131,beëindigen,to end
4286,3131,achteraan,at the back
4287,3130,dekken,cover
4288,3128,lake,lake
4289,3128,onbeleefd,impolite
4290,3126,bestand,file
4291,3126,machines,machines
4292,3125,radar,radar
4293,3124,anderson,Anderson
4294,3124,extreem,extremely
4295,3122,ingebroken,broke into
4296,3122,militair,military
4297,3122,gebruikten,used
4298,3122,morgens,morning
4299,3119,getuigenis,testimony
4300,3119,bod,bid
4301,3116,gebakken,fried
4302,3115,stapel,pile
4303,3113,jen,jen
4304,3113,misselijk,nauseous
4305,3112,front,front
4306,3112,bingo,bingo
4307,3112,wolven,wolves
4308,3111,plaat,plate
4309,3111,rob,Rob
4310,3111,paus,Pope
4311,3110,overdag,during the day
4312,3109,sandy,Sandy
4313,3108,beschuldigen,to blame
4314,3108,lex,lex
4315,3103,getest,tested
4316,3102,treffen,strike
4317,3102,succesvol,successful
4318,3098,opening,opening
4319,3098,terrorist,terrorist
4320,3097,dale,dale
4321,3096,heksen,witch
4322,3095,politiebureau,police station
4323,3094,beroven,to rob
4324,3091,schaal,Scale
4325,3089,reageerde,responded
4326,3086,ontsnapte,escaped
4327,3086,verschijnen,to show up
4328,3085,janet,Janet
4329,3083,maart,March
4330,3081,nicky,nicky
4331,3080,insecten,insects
4332,3078,schok,shock
4333,3077,zeldzaam,rare
4334,3077,sydney,Sydney
4335,3076,ford,Ford
4336,3075,seattle,seattle
4337,3074,kritiek,criticism
4338,3073,smeken,to beg
4339,3073,put,well
4340,3070,superman,superman
4341,3070,ontbreekt,is missing
4342,3068,vietnam,Vietnam
4343,3068,bijeen,together
4344,3067,besparen,to spare
4345,3063,naaien,sew
4346,3063,offer,sacrifice
4347,3063,mia,mia
4348,3061,naomi,Naomi
4349,3061,autopsie,autopsy
4350,3058,manny,manny
4351,3058,zowat,just about
4352,3058,sebastian,Sebastian
4353,3057,eve,eve
4354,3057,verse,fresh
4355,3056,zwaartekracht,gravity
4356,3055,vanwaar,from where
4357,3055,stevie,stevy
4358,3053,helm,helmet
4359,3052,jill,Jill
4360,3051,gesneden,cut
4361,3051,sue,sue
4362,3051,regent,is raining
4363,3048,verhoor,question
4364,3047,riskant,risky
4365,3046,dieven,thieves
4366,3045,leerlingen,pupils
4367,3044,natalie,natality
4368,3043,inzetten,to stake
4369,3043,opstand,revolt
4370,3043,schild,shield
4371,3043,sukkels,losers
4372,3041,zinloos,meaningless
4373,3040,versta,mean
4374,3039,mannelijke,male
4375,3038,verkiezingen,elections
4376,3038,fysiek,physically
4377,3037,paradijs,paradise
4378,3037,actrice,actress
4379,3037,jager,Hunter
4380,3036,leiders,leaders
4381,3035,katherine,katherine
4382,3035,staf,staff
4383,3034,aanklagen,to sue
4384,3034,toezicht,supervision
4385,3033,geluisterd,listened
4386,3033,lichte,light
4387,3032,activiteiten,activities
4388,3031,nutteloos,useless
4389,3030,apen,monkeys
4390,3030,moskou,Moscow
4391,3029,sokken,socks
4392,3028,opgezet,set up
4393,3028,bailey,bailey
4394,3027,onzichtbaar,invisible
4395,3026,echo,echo
4396,3026,wonderen,miracles
4397,3022,luid,loud
4398,3022,straling,radiation
4399,3018,jenna,Jenna
4400,3018,beseffen,to realize
4401,3017,nichtje,niece
4402,3017,boeien,fascinate
4403,3017,behoort,belong
4404,3017,charmant,charming
4405,3015,planeten,planets
4406,3014,daag,bye
4407,3013,verslaafd,addicted
4408,3011,voorkeur,preference
4409,3010,genaaid,sewn
4410,3009,vredesnaam,peacekeeper
4411,3008,kwade,evil
4412,3008,brandon,Brandon
4413,3008,noodzakelijk,necessary
4414,3007,vic,vic
4415,3005,gebeden,prayer
4416,3004,tovenaar,wizard
4417,3003,prijzen,Prices
4418,3003,gemene,mean
4419,3003,le,le
4420,3002,ontwikkelen,develop
4421,3000,boyd,Boyd
4422,3000,ademt,breathe
4423,2999,stapte,stepped
4424,2999,technische,technical
4425,2995,dawson,Dawson
4426,2994,praktisch,practical
4427,2992,circus,circus
4428,2991,ongeval,accident
4429,2991,teruggeven,return
4430,2990,protocol,protocol
4431,2989,schut,shut
4432,2988,biologische,biological
4433,2988,duidelijkheid,clarity
4434,2985,rondje,round
4435,2984,checken,check
4436,2983,ai,ai
4437,2981,doordat,because
4438,2979,blair,blair
4439,2979,bruine,brown
4440,2979,klaarmaken,prepare
4441,2973,leed,sorrow
4442,2970,marge,margin
4443,2970,schijn,sham
4444,2970,brooklyn,Brooklyn
4445,2969,infectie,infection
4446,2969,zack,zack
4447,2969,dagelijks,daily
4448,2968,voert,run
4449,2968,mislukt,failed
4450,2968,duits,German
4451,2968,stapt,step
4452,2964,daarnet,just
4453,2964,bedekt,covered
4454,2963,becky,becky
4455,2963,opwindend,exciting
4456,2963,zogenaamde,so-called
4457,2963,baker,baker
4458,2962,ogenblikje,just a moment
4459,2962,amber,amber
4460,2962,autoriteiten,authorities
4461,2961,medicatie,medication
4462,2961,ontploft,exploded
4463,2960,contacten,contacts
4464,2959,operaties,operations
4465,2958,manhattan,Manhattan
4466,2958,raketten,rocket
4467,2957,prioriteit,priority
4468,2956,special,specialty
4469,2954,intelligent,intelligent
4470,2953,lawrence,Lawrence
4471,2953,therapeut,therapist
4472,2952,huilt,cry
4473,2952,koper,buyer
4474,2950,vervloekt,accursed
4475,2950,tegenstander,opponent
4476,2950,au,au
4477,2950,satelliet,satellite
4478,2949,afnemen,to decrease
4479,2949,uitleg,explanation
4480,2949,kofferbak,trunk
4481,2948,fascinerend,fascinating
4482,2947,grand,Grand
4483,2945,service,service
4484,2945,schuilplaats,hideout
4485,2943,schilderen,Paint
4486,2942,mekaar,eachother
4487,2941,boekje,booklet
4488,2939,hope,hope
4489,2937,kruipen,to crawl
4490,2937,tempo,pace
4491,2935,depressief,depressed
4492,2935,huisje,cottage
4493,2935,cameron,cameron
4494,2932,shock,shock
4495,2930,joodse,Jewish
4496,2929,afgeleid,distracted
4497,2929,product,product
4498,2928,passagiers,passengers
4499,2926,aanpassen,To adjust
4500,2925,paranoïde,paranoid
4501,2925,uitmaakt,outfit
4502,2924,ongetwijfeld,doubtless
4503,2922,aankwam,arrived
4504,2922,overlevenden,survivors
4505,2922,bestemming,destination
4506,2920,gewelddadig,violent
4507,2919,winkelcentrum,mall
4508,2919,doyle,doyle
4509,2919,sparen,save
4510,2919,spreuk,spell
4511,2918,papierwerk,paperwork
4512,2918,burke,burke
4513,2915,tandarts,dentist
4514,2915,analyse,analysis
4515,2913,menigte,crowd
4516,2911,baard,beard
4517,2911,oppas,babysit
4518,2910,goeiemorgen,good morning
4519,2909,ceremonie,ceremony
4520,2909,omgekomen,died
4521,2908,bakken,baking
4522,2908,kennedy,kennedy
4523,2907,officieren,officers
4524,2907,verknald,banned
4525,2907,vrijwel,almost
4526,2905,hanna,Hanna
4527,2901,vergif,poison
4528,2900,mariniers,marines
4529,2899,scan,scan
4530,2898,tenen,toes
4531,2898,tegelijkertijd,at the same time
4532,2897,gene,gene
4533,2897,beschrijven,describe
4534,2897,daphne,daphne
4535,2897,beach,Beach
4536,2895,shawn,shawn
4537,2895,east,east
4538,2893,eenzame,lonely
4539,2892,chips,potato chips
4540,2889,grootte,size
4541,2889,freddy,Freddy
4542,2888,verrot,rotten
4543,2888,gezonde,healthy
4544,2884,luxe,luxury
4545,2884,pijp,pipe
4546,2883,caleb,caleb
4547,2882,duncan,duncan
4548,2882,afgenomen,decreased
4549,2881,nikki,nikki
4550,2880,huilde,cried
4551,2878,vampiers,vampires
4552,2877,speelden,played
4553,2875,am,AM
4554,2873,bekijkt,look at
4555,2872,veertig,forty
4556,2872,terugkeer,return
4557,2871,oprecht,sincerely
4558,2871,maten,sizes
4559,2871,gelegen,convenient
4560,2870,verzekeren,to ensure
4561,2870,vergunning,permit
4562,2870,geschorst,suspended
4563,2870,werelden,worlds
4564,2869,geleend,borrowed
4565,2869,alvast,already
4566,2869,pil,pill
4567,2868,beschermde,protected
4568,2868,oppassen,to watch out
4569,2866,egoïstisch,selfish
4570,2866,serena,serena
4571,2865,uitnodigen,to invite
4572,2863,nucleaire,nuclear
4573,2862,verklaard,declared
4574,2862,winston,Winston
4575,2862,ofzo,or so
4576,2861,minuutje,minute
4577,2861,uitstappen,to get off
4578,2860,your,YOUR
4579,2860,dadelijk,immediately
4580,2857,noord,north
4581,2857,vastgebonden,tied
4582,2857,graham,grain
4583,2856,woody,Woody
4584,2856,italiaanse,Italian
4585,2855,eikels,fucks
4586,2855,hunter,Hunter
4587,2855,gijzelaars,hostages
4588,2855,mazzel,luster
4589,2854,blinde,blind
4590,2852,lost,lost
4591,2852,lijkschouwer,coroner
4592,2849,naald,needle
4593,2848,vreemden,strangers
4594,2847,koeien,cows
4595,2846,pan,pan
4596,2845,heilig,holy
4597,2845,sterkste,strongest
4598,2845,leon,leon
4599,2844,lukte,suited
4600,2844,wachtwoord,password
4601,2844,wyatt,wyatt
4602,2844,patty,patty
4603,2843,instinct,instinct
4604,2843,harrison,harrison
4605,2842,beperkt,limited
4606,2842,hamer,hammer
4607,2842,bewaken,to guard
4608,2839,slaag,bash
4609,2839,adams,Adams
4610,2838,leeuw,lion
4611,2838,wisselen,to switch
4612,2837,metaal,metal
4613,2837,creditcard,credit card
4614,2837,jarenlang,for years
4615,2835,troy,troy
4616,2834,staal,steel
4617,2833,chemische,chemical
4618,2833,x,X
4619,2833,zeuren,to moan
4620,2832,sector,sector
4621,2832,vreemds,strange
4622,2832,rondlopen,walk around
4623,2831,rosie,rosie
4624,2830,gênant,embarrassing
4625,2829,acties,actions
4626,2829,tuig,rig
4627,2829,genoten,enjoyed
4628,2826,toast,toast
4629,2826,getroffen,affected
4630,2824,zach,Zach
4631,2824,herinnerde,recalled
4632,2824,reeds,already
4633,2823,tegenstelling,contrast
4634,2823,gekken,mow
4635,2823,transport,transport
4636,2822,communiceren,to communicate
4637,2822,koppig,stubbornly
4638,2821,benny,benny
4639,2821,clyde,clyde
4640,2820,deken,blanket
4641,2820,doelen,goals
4642,2819,hobby,hobby
4643,2819,lening,loan
4644,2818,schei,skewer
4645,2817,vroege,early
4646,2817,rebellen,rebel
4647,2816,natie,nation
4648,2815,figuur,figure
4649,2815,nakijken,check
4650,2815,buck,buck
4651,2815,redding,rescue
4652,2815,kirk,kirk
4653,2814,alhoewel,although
4654,2813,verbazingwekkend,astonishing
4655,2813,kira,kira
4656,2813,beschouw,console
4657,2812,bell,bell
4658,2811,atmosfeer,atmosphere
4659,2810,lachte,laughter
4660,2810,id,idle
4661,2809,twijfelen,doubt
4662,2809,examen,exam
4663,2807,aantrekken,to attract
4664,2806,jagers,hunter
4665,2805,kalkoen,Turkey
4666,2804,huwelijksreis,honeymoon
4667,2804,elektriciteit,electricity
4668,2802,marco,marco
4669,2801,steeg,alley
4670,2801,wodka,vodka
4671,2801,warmte,Warmth
4672,2800,verdere,further
4673,2799,kwaliteit,quality
4674,2799,uitstekende,excellent
4675,2798,be,be
4676,2797,rotsen,rocks
4677,2797,watson,Watson
4678,2796,tragedie,tragedy
4679,2795,haley,haley
4680,2794,doorgebracht,spent
4681,2791,pat,patter
4682,2787,politieman,politician
4683,2787,simply,simply
4684,2786,koppel,couple
4685,2785,tumor,tumor
4686,2783,appel,Apple
4687,2783,Jan,Jan
4688,2783,christine,Christine
4689,2780,treden,strike
4690,2778,wolken,clouds
4691,2777,donald,donald
4692,2777,gevlucht,escaped
4693,2777,stam,tribe
4694,2777,straal,Ray
4695,2776,liedjes,songs
4696,2775,dwong,forced
4697,2773,poten,legs
4698,2773,afvragen,questioning
4699,2773,uitgevonden,invented
4700,2771,gitaar,guitar
4701,2771,verzin,come up with
4702,2771,terugbellen,call back
4703,2770,kletsen,to chatter
4704,2769,December,December
4705,2768,uitzondering,exception
4706,2767,plaatselijke,local
4707,2764,trui,sweater
4708,2764,organiseren,organize
4709,2764,compliment,compliment
4710,2763,minnaar,lover
4711,2755,enterprise,Enterprise
4712,2753,kudde,herd
4713,2753,hierna,after this
4714,2752,neuk,fuck
4715,2752,nora,nora
4716,2752,adviseur,counselor
4717,2751,em,EM
4718,2750,opgehaald,fetched
4719,2750,zesde,sixth
4720,2747,aankan,cancel
4721,2747,muis,mouse
4722,2743,lieveling,Darling
4723,2743,respecteer,respect
4724,2743,spieren,muscles
4725,2742,haak,hook
4726,2742,aangetrokken,recreated
4727,2741,violet,violet
4728,2739,world,world
4729,2738,wijsheid,wisdom
4730,2738,herstel,recovery
4731,2738,nachtmerries,nightmares
4732,2737,connectie,connection
4733,2737,cam,cam
4734,2735,gehoopt,hoped
4735,2734,ticket,ticket
4736,2734,eenvoudige,simple
4737,2732,blanken,whites
4738,2730,harten,hearts
4739,2730,verzorgen,take care of
4740,2729,gedicht,poem
4741,2727,inzien,overview
4742,2727,freddie,Freddie
4743,2726,kap,hood
4744,2726,knal,pop
4745,2726,intussen,Meanwhile
4746,2725,kleinzoon,grandson
4747,2724,verzetten,to postpone
4748,2723,jaagt,hunt
4749,2723,grey,gray
4750,2723,eis,requirement
4751,2721,buitenland,abroad
4752,2720,ongeacht,regardless of
4753,2720,g,g
4754,2720,krijt,chalk
4755,2720,oven,oven
4756,2720,gps,gps
4757,2719,januari,January
4758,2719,benjamin,Benjamin
4759,2719,roos,rose
4760,2716,leuks,leisurely
4761,2716,denise,denise
4762,2715,zachte,soft
4763,2715,douglas,Douglas
4764,2715,air,air
4765,2714,grondig,thorough
4766,2713,bestuurder,driver
4767,2713,vallei,valley
4768,2713,aanvaarden,to accept
4769,2711,heden,today
4770,2711,hieraan,accordingly
4771,2710,achtervolgen,Chase
4772,2710,database,database
4773,2709,weddenschap,bet
4774,2707,dc,DC
4775,2707,australië,Australia
4776,2707,achterlijk,retarded
4777,2707,vereerd,honorable
4778,2705,receptie,front desk
4779,2704,stoort,beats
4780,2702,jessie,jessie
4781,2699,holmes,Holmes
4782,2698,menu,menu
4783,2697,opende,opened
4784,2696,klere,clerk
4785,2696,klooster,monastery
4786,2695,oogje,eye
4787,2695,voorstelling,representation
4788,2695,gestaan,steady
4789,2694,barnes,barnes
4790,2694,gebeurtenis,event
4791,2693,hoofden,heads
4792,2693,balans,balance
4793,2692,uitspraak,pronunciation
4794,2691,l,l
4795,2689,logeren,stay
4796,2688,schrik,shock
4797,2688,medewerkers,Staff members
4798,2688,times,Times
4799,2687,tatoeage,tattoo
4800,2686,visioen,vision
4801,2686,dealer,dealer
4802,2684,nieuwste,newest
4803,2683,dekmantel,cladding
4804,2683,scheppen,scoop
4805,2682,guy,guy
4806,2681,overtuigend,convincingly
4807,2681,specifiek,specifically
4808,2681,stark,stark
4809,2680,knopen,buttons
4810,2679,day,day
4811,2678,ranch,ranch
4812,2677,boter,butter
4813,2677,golven,waves
4814,2676,belasting,tax
4815,2676,ridder,knight
4816,2674,tanks,tanks
4817,2674,bezoekers,visitors
4818,2674,waaronder,of which
4819,2673,gewoond,lived
4820,2673,speciaals,special
4821,2671,mick,mirthle
4822,2670,May,May
4823,2669,diploma,diploma
4824,2668,liter,liter
4825,2667,ontwikkeling,development
4826,2666,wandeling,walk
4827,2666,handboeien,handcuffs
4828,2665,zielige,pathetic
4829,2664,inwoners,inhabitants
4830,2664,out,out
4831,2663,stoere,tough
4832,2663,lance,Lance
4833,2662,garcia,garcia
4834,2661,rechterhand,right hand
4835,2661,geluiden,sounds
4836,2661,achterdeur,back door
4837,2660,mode,fashion
4838,2660,afspraken,dates
4839,2660,groepen,groups
4840,2660,teleur,disappointment
4841,2659,behandel,handle
4842,2659,banken,banks
4843,2658,hecht,close
4844,2657,springt,jump
4845,2657,rosco,rosco
4846,2657,blonde,blonde
4847,2656,ex-vrouw,ex-wife
4848,2654,unieke,unique
4849,2653,litteken,scar
4850,2653,tapijt,carpet
4851,2652,kunstenaar,artist
4852,2650,flessen,bottles
4853,2650,blond,blond
4854,2649,systemen,systems
4855,2648,schurk,villain
4856,2648,claudia,claudia
4857,2648,teleurstellen,disappoint
4858,2644,sullivan,sullivan
4859,2643,termijn,term
4860,2643,eindigde,ended up
4861,2643,beschrijving,description
4862,2641,onderschat,understood
4863,2638,kloten,kitten
4864,2638,slangen,snakes
4865,2637,nader,closer
4866,2636,rent,rent
4867,2635,gebieden,areas
4868,2635,morris,morrise
4869,2634,alpha,alpha
4870,2634,publieke,public
4871,2633,maatschappij,society
4872,2633,opletten,NB
4873,2632,positieve,positive
4874,2631,vette,oily
4875,2631,romantische,romantic
4876,2631,organen,organs
4877,2629,pierre,pierre
4878,2628,beledigen,to offend
4879,2628,loser,loser
4880,2627,cake,Cake
4881,2627,bestuderen,study
4882,2626,stort,pouring
4883,2626,stalen,steel
4884,2626,robbie,Robbie
4885,2626,harvard,harvard
4886,2625,cindy,cindy
4887,2625,varkens,pigs
4888,2624,verberg,hide
4889,2623,drew,drew
4890,2622,spook,ghost
4891,2622,hierop,on this
4892,2621,ezel,donkey
4893,2620,jongeren,young people
4894,2618,geïdentificeerd,identified
4895,2617,diagnose,diagnosis
4896,2616,geroepen,created
4897,2614,kijkje,look
4898,2614,spijtig,regrettable
4899,2613,duim,thumb
4900,2613,vertelden,told
4901,2612,tientallen,tens
4902,2612,u.,you.
4903,2610,economie,economy
4904,2610,weerstaan,to resist
4905,2609,gebruikelijke,usual
4906,2609,gigantische,gigantic
4907,2609,finale,final
4908,2608,kitty,kitty
4909,2607,gezegend,blessed
4910,2607,directe,direct
4911,2606,gewist,deliberately
4912,2606,beweren,to claim
4913,2605,hechtenis,detention
4914,2604,raadsel,puzzle
4915,2604,langzamer,slower
4916,2604,waardeloze,worthless
4917,2601,spionnen,spy
4918,2601,piper,piper
4919,2600,stoelen,chairs
4920,2599,beschaving,civilization
4921,2599,erna,ir after
4922,2598,bedriegen,to cheat
4923,2598,foute,wrong
4924,2597,oranje,Orange
4925,2597,verbind,connect
4926,2596,wijk,neighbourhood
4927,2596,traag,slow
4928,2594,eeuwigheid,eternity
4929,2594,eerlijkheid,honesty
4930,2593,woonkamer,living room
4931,2593,hot,hot
4932,2592,bereiden,prepare
4933,2592,vreemdeling,stranger
4934,2592,goedgekeurd,approved
4935,2591,serveerster,waitress
4936,2589,fysieke,physical
4937,2589,dappere,brave
4938,2589,thompson,Thompson
4939,2589,omkleden,get changed
4940,2588,sire,Sire
4941,2588,haai,shark
4942,2587,klaus,klaus
4943,2587,ademhalen,breathe
4944,2585,zakenman,businessman
4945,2585,geopereerd,had surgery
4946,2584,grijze,gray
4947,2584,daten,to date
4948,2584,kwijtraken,lose
4949,2583,lengte,length
4950,2582,vereist,required
4951,2581,lijnen,lines
4952,2581,houston,Houston
4953,2580,isaac,Isaac
4954,2579,ontwerp,design
4955,2579,betrekken,involve
4956,2578,ongewoon,unusual
4957,2578,elders,elsewhere
4958,2577,duister,dark
4959,2577,bepaalt,determines
4960,2577,zilveren,silver
4961,2576,ondervraagd,interrogated
4962,2575,handdoek,towel
4963,2573,expres,express
4964,2572,luchthaven,airport
4965,2571,coke,coke
4966,2571,lerares,female teacher
4967,2570,origineel,original
4968,2569,dosis,dose
4969,2569,e-mails,e-mails
4970,2569,machtig,mighty
4971,2567,voegen,joint
4972,2567,mietje,miet
4973,2567,gekust,crusted
4974,2566,inhoud,contents
4975,2566,ego,ego
4976,2566,nare,nasty
4977,2566,waardevol,valuable
4978,2564,voorkant,front
4979,2564,hopeloos,hopeless
4980,2564,afgemaakt,finished
4981,2563,avondeten,evening meal
4982,2563,uiterste,extreme
4983,2563,spaanse,spanish
4984,2563,realiseer,realize
4985,2562,lindsay,Lindsay
4986,2562,blad,sheet
4987,2561,geel,yellow
4988,2559,bewaakt,guarded
4989,2559,negeer,Ignore
4990,2559,snor,Moustache
4991,2558,eed,oath
4992,2558,klopte,knocked
4993,2558,academie,academy
4994,2558,afzetten,drop off
4995,2557,gewassen,crops
4996,2556,verlopen,expired
4997,2556,voorouders,ancestors
4998,2555,dreiging,threat
4999,2554,linker,left
5000,2554,tucker,tucker
5001,2554,griffin,griffin
